OID_,status,score,match_type,match_addr,addr_type,ref_id,user_fld,side,arc_street,arc_city,arc_state,dctyname,ffacid,ffacname,ffacid2,ffacid3,ffacid4,ffacid5,ffacid6,fstreet,fcity,fstate,fzip,flstreet,flcity,flstate,flzip,fphone,ffax,foptype,fopcat,fstaffid,fmetmh,ppermit,pfromdt,femail,pcap,pcap2,pcap3,flat,flong,admin1,admin2,owner1,owner2
11,M,97.609999999999999,A,"4000 WIESTLING ST, CHARLOTTE, NC, 28217",PointAddress,,,,4000 WIESTLING ST,CHARLOTTE,NC,Mecklenburg,60003999,DREAM CHILDREN I,,,,,,PO BOX 620395,CHARLOTTE,NC,28262,4000 WIESTLING STREET,CHARLOTTE,NC,28217,(704) 506-6312,(704) 973-9442,Center,Independent,DMMATTHE,0.000000000000000,Four Star Center License,01-Aug-23 00:00:00,dreamchildren2915@gmail.com,15.000000000000000,15.000000000000000,0.000000000000000,35.191682999999998,-80.880948000000004,CASSANDRA TURNER-DRAKEFORD,,"DREAM CHILDREN, INC.",
12,M,97.379999999999995,A,"19640 JETTON RD, CORNELIUS, NC, 28031",PointAddress,,,,19640 JETTON RD,CORNELIUS,NC,Mecklenburg,60003089,PRIMROSE SCHOOL OF CORNELIUS,,,,,,,,NC,,19640 JETTON ROAD,CORNELIUS,NC,28031,(704) 895-3300,,Center,Franchise,MNCUTHBE,0.000000000000000,One Star Center License,07-May-13 00:00:00,cjenkins@primroseofcornelius.com,172.000000000000000,0.000000000000000,0.000000000000000,35.477289000000006,-80.888660999999999,TIFFANY JENKINS,,"JENKINS DAY CARE, INC",
13,M,97.250000000000000,A,"9908 MONROE RD, MATTHEWS, NC, 28105",PointAddress,,,,9908 MONROE RD,MATTHEWS,NC,Mecklenburg,60003427,NATIONAL CHILD CARE INSTITUTE,,,,,,,,NC,,9908 MONROE ROAD,MATTHEWS,NC,28105,(704) 553-7272,,Center,Religious Sponsored,LKEDDINS,0.000000000000000,GS 110-106,09-Aug-12 00:00:00,admin@ncciydc.com,64.000000000000000,64.000000000000000,0.000000000000000,35.137178999999996,-80.738900999999998,LASONIA WEBB,,NEW COVENANT CONGREGATION OF ISRAEL OF CHARLOTTE,
14,M,97.250000000000000,A,"4911 HUCKS RD, CHARLOTTE, NC, 28269",PointAddress,,,,4911 HUCKS RD,CHARLOTTE,NC,Mecklenburg,60002977,CROFT COMMUNITY ASEP,,,,,,1901 HERBERT SPAUGH LANE,CHARLOTTE,NC,28208,4911 HUCKS ROAD,CHARLOTTE,NC,28269,(980) 343-1457,,Center,Local Public School,DMMATTHE,0.000000000000000,Four Star Center License,07-Apr-17 00:00:00,pauline.spears@cms.k12.nc.us,150.000000000000000,0.000000000000000,0.000000000000000,35.346609000000001,-80.804565000000011,LAURA LEIGH BISHOP,,CHARLOTTE-MECKLENBURG BOARD OF EDUCATION,
15,M,97.319999999999993,A,"412 ARMOUR ST, DAVIDSON, NC, 28036",PointAddress,,,,412 ARMOUR ST,DAVIDSON,NC,Mecklenburg,60003673,THE CHILDREN'S HOUSE,,,,,,205 AURORA LANE,HUNTERSVILLE,NC,28078,412 ARMOUR STREET,DAVIDSON,NC,28036,(704) 975-6753,,Center,Independent,LSBERRY,0.000000000000000,One Star Center License,25-Feb-16 00:00:00,debbierichardson@roadrunner.com,29.000000000000000,0.000000000000000,0.000000000000000,35.507627999999997,-80.852953500000012,DEBBIE RICHARDSON,,"THE CHILDREN'S HOUSE, LLC",
16,M,97.500000000000000,A,"8823 ALBEMARLE RD, CHARLOTTE, NC, 28227",PointAddress,,,,8823 ALBEMARLE RD,CHARLOTTE,NC,Mecklenburg,60004195,SMART KIDS STREAM ACADEMY,,,,,,11251 RED SPRUCE DRIVE,CHARLOTTE,NC,28215,8823 ALBEMARLE ROAD,CHARLOTTE,NC,28227,(704) 651-6898,,Center,Independent,AAVALOS1,0.000000000000000,Four Star Center License,23-Jun-23 00:00:00,lrcruz4950@yahoo.com,42.000000000000000,0.000000000000000,0.000000000000000,35.213517000000003,-80.697474000000000,Linda Cruz,,"SMART KIDS STREAM ACADEMY, LLC",
17,M,97.319999999999993,A,"2427 FABYAN LN, CHARLOTTE, NC, 28262",PointAddress,,,,2427 FABYAN LN,CHARLOTTE,NC,Mecklenburg,60004248,CHOSEN ACADEMY,,,,,,,,NC,,2427 FABYAN LANE,CHARLOTTE,NC,28262,(704) 281-2644,,Family CC Home,Independent,JKSTANSF,0.000000000000000,Five Star Family CC Home License,12-Jul-23 00:00:00,chosenacademy.abc@gmail.com,8.000000000000000,0.000000000000000,0.000000000000000,35.302158000000006,-80.788482000000002,,,CHOSEN ACADEMY LLC,
18,M,97.319999999999993,A,"13526 ERWIN RD, CHARLOTTE, NC, 28273",PointAddress,,,,13526 ERWIN RD,CHARLOTTE,NC,Mecklenburg,60003274,TUTOR TIME STEELE CREEK,60002711,,,,,21333 HAGGERTY SUITE 300,NOVI,MI,48375,13526 ERWIN ROAD,CHARLOTTE,NC,28273,(704) 504-9942,(704) 731-2518,Center,Franchise,DNWATSON,0.000000000000000,Four Star Center License,12-Jul-23 00:00:00,lisa.taylor@tutortime.com,195.000000000000000,0.000000000000000,0.000000000000000,35.112851999999997,-80.971685999999991,Lisa Taylor,,"TUTOR TIME LEARNING CENTERS, LLC",
19,M,97.500000000000000,A,"8519 GILEAD RD, HUNTERSVILLE, NC, 28078",PointAddress,,,,8519 GILEAD RD,HUNTERSVILLE,NC,Mecklenburg,60003987,THE LEARNING TREE,,,,,,,,NC,,8519 GILEAD ROAD,HUNTERSVILLE,NC,28078,(704) 948-3561,,Center,Religious Sponsored,MNCUTHBE,0.000000000000000,GS 110-106,03-Oct-19 00:00:00,TLTDirector@lakeforest.org,140.000000000000000,0.000000000000000,0.000000000000000,35.405603999999997,-80.883121500000001,Heather King,,"LAKE FOREST CHURCH, EVANGELICAL PRESBYTERIAN CHUR",
20,M,97.319999999999993,A,"9206 REAMES RD, CHARLOTTE, NC, 28216",PointAddress,,,,9206 REAMES RD,CHARLOTTE,NC,Mecklenburg,60003078,"CADENCE ACADEMY PRESCHOOL, NORTHLAKE",,,,,,8800 NORTH GAINEY CENTER DRIVE #300,SCOTTSDALE,AZ,85258,9206 REAMES ROAD,CHARLOTTE,NC,28216,(704) 596-0000,(916) 233-1338,Center,Franchise,SDPALMER,0.000000000000000,Five Star Center License,07-Oct-19 00:00:00,director.northlake@cadence-academy.com,188.000000000000000,0.000000000000000,0.000000000000000,35.341073999999999,-80.857318499999991,STACEY SINGLETON,,"CADENCE EDUCATION, LLC",
21,M,97.060000000000002,A,"9502 PROVIDENCE RD, CHARLOTTE, NC, 28270",PointAddress,,,,9502 PROVIDENCE RD,CHARLOTTE,NC,Mecklenburg,60003199,THE NEST AT CHARLOTTE LATIN SCHOOL,,,,,,,,,,9502 PROVIDENCE ROAD,CHARLOTTE,NC,28277,(704) 846-7270,,Center,Private School,KDUNLAP,0.000000000000000,Five Star Center License,05-Jun-17 00:00:00,anne.fisher@charlottelatin.org,72.000000000000000,0.000000000000000,0.000000000000000,35.079965999999999,-80.775202499999992,ANNE FISHER,,CHARLOTTE LATIN SCHOOL,
22,M,96.469999999999999,A,"1530 ALLEGHANY ST, CHARLOTTE, NC, 28208",PointAddress,,,,1530 ALLEGHANY ST,CHARLOTTE,NC,Mecklenburg,60002956,PURE GENIUS CHILDCARE SERVICES,,,,,,,,,,1530 J ALLEGHANY STREET,CHARLOTTE,NC,28208,(704) 392-4446,,Center,Independent,LSBERRY,0.000000000000000,Five Star Center License,18-Mar-20 00:00:00,puregenius@puregeniuschildcare.com,135.000000000000000,135.000000000000000,0.000000000000000,35.239986000000002,-80.896418999999995,JACQUELINE HARGETTE,,"PURE GENIUS, INC.",
23,M,97.379999999999995,A,"407 NORRIS AV, CHARLOTTE, NC, 28206",PointAddress,,,,407 NORRIS AV,CHARLOTTE,NC,Mecklenburg,60003886,BRIGHTER MINDS ACADEMY 2,60003210,,,,,,,,,407 NORRIS AVENUE,CHARLOTTE,NC,28206,(980) 201-9701,(980) 201-9504,Center,Independent,JKSTANSF,0.000000000000000,Four Star Center License,01-Sep-18 00:00:00,Brightermindsacademy@gmail.com,32.000000000000000,32.000000000000000,32.000000000000000,35.251325999999999,-80.819536499999998,KESHA COLEY,,"BRIGHTER MINDS ACADEMY 2, LLC",
24,M,97.560000000000002,A,"6300 HIGHLAND AV, CHARLOTTE, NC, 28215",PointAddress,,,,6300 HIGHLAND AV,CHARLOTTE,NC,Mecklenburg,60003703,CHARLOTTE BILINGUAL PRESCHOOL,60003411,,,,,,,,,6300 HIGHLAND AVENUE,CHARLOTTE,NC,28215,(704) 535-8080,,Center,Independent,RKWASHIN,0.000000000000000,Five Star Center License,10-Jul-20 00:00:00,marta.duran@bilingualpreschool.org,108.000000000000000,0.000000000000000,0.000000000000000,35.226233999999998,-80.719690499999999,MARTA E. DURAN,,CHARLOTTE BILINGUAL PRESCHOOL,
25,M,97.500000000000000,A,"10205 SAM FURR RD, HUNTERSVILLE, NC, 28078",PointAddress,,,,10205 SAM FURR RD,HUNTERSVILLE,NC,Mecklenburg,60004309,Community Preschool of Huntersville,,,,,,,,NC,,10205 Sam Furr Rd,HUNTERSVILLE,NC,28078,(704) 457-8002,,Center,Independent,MNCUTHBE,0.000000000000000,One Star Center License,15-May-24 00:00:00,kyshial@gmail.com,230.000000000000000,0.000000000000000,0.000000000000000,35.441900999999994,-80.853718499999999,Etta Harrison,,The Satisfaction 1776 LLC,
26,M,97.010000000000005,A,"3835 SHAMROCK DR, CHARLOTTE, NC, 28205",PointAddress,,,,3835 SHAMROCK DR,CHARLOTTE,NC,Mecklenburg,60003105,YAZMON'S FRIENDS,,,,,,,,NC,,3835 SHAMROCK DRIVE,CHARLOTTE,NC,28215,(704) 309-2916,,Family CC Home,Independent,RKWASHIN,0.000000000000000,Four Star Family CC Home License,08-Sep-22 00:00:00,yazmon05@yahoo.com,8.000000000000000,0.000000000000000,0.000000000000000,35.234414999999998,-80.758979999999994,,,"SCHMITTLE, MELISSA",
27,M,97.560000000000002,A,"6629 BANNINGTON RD, CHARLOTTE, NC, 28226",PointAddress,,,,6629 BANNINGTON RD,CHARLOTTE,NC,Mecklenburg,60003848,BUSY BEE ACADEMY,,,,,,,,NC,,6629 BANNINGTON ROAD,CHARLOTTE,NC,28226,(704) 595-3455,,Center,Independent,KDUNLAP,0.000000000000000,One Star Center License,30-Nov-22 00:00:00,jehipp@gmail.com,158.000000000000000,0.000000000000000,0.000000000000000,35.086265999999995,-80.837158500000001,Quetta Gray,,HIPPCO LLC,
28,M,97.109999999999999,A,"2600 ELMIN ST, CHARLOTTE, NC, 28208",PointAddress,,,,2600 ELMIN ST,CHARLOTTE,NC,Mecklenburg,60004191,EYES OF ANGELS CHILDCARE SERVICE,,,,,,PO BOX 241246,CHARLOTTE,NC,28208,2600 ELMIN ST,CHARLOTTE,NC,28208,(704) 398-0184,,Center,Independent,LSBERRY,0.000000000000000,Four Star Center License,23-Dec-22 00:00:00,eyesofangels1@gmail.com,30.000000000000000,30.000000000000000,0.000000000000000,35.213498999999999,-80.904208500000010,ANTWANETTE JORDAN,,"JORDAN, ANTWANETTE S",
29,M,96.819999999999993,A,"5301 SARDIS RD, CHARLOTTE, NC, 28211",PointAddress,,,,5301 SARDIS RD,CHARLOTTE,NC,Mecklenburg,60003746,CENTRAL WEEKDAY PRESCHOOL,,,,,,,,NC,,5301 SARDIS ROAD,CHARLOTTE,NC,28270,(704) 295-1470,,Center,Religious Sponsored,LKEDDINS,0.000000000000000,GS 110-106,29-Sep-16 00:00:00,kristinr@centralnc.org,154.000000000000000,0.000000000000000,0.000000000000000,35.159922000000002,-80.789251499999992,Veronica Robinson,,CENTRAL CHURCH OF GOD,
30,M,97.500000000000000,A,"1109 TENNYSON DR, CHARLOTTE, NC, 28208",PointAddress,,,,1109 TENNYSON DR,CHARLOTTE,NC,Mecklenburg,60004034,THE VILLAGE CHILD DEVELOPMENT CENTER,,,,,,,,NC,,1109 TENNYSON DRIVE,CHARLOTTE,NC,28208,(980) 309-6884,,Family CC Home,Independent,RKWASHIN,0.000000000000000,Four Star Family CC Home License,09-Mar-23 00:00:00,thevillageccdc@gmail.com,8.000000000000000,0.000000000000000,0.000000000000000,35.247168000000002,-80.890578000000005,LORI WILSON,,"THE VILLAGE CHILD DEVELOPMENT CENTER, LLC",
31,M,97.560000000000002,A,"406 SILVERSMITH LN, CHARLOTTE, NC, 28270",PointAddress,,,,406 SILVERSMITH LN,CHARLOTTE,NC,Mecklenburg,60004045,TEACHER'S PETS,,,,,,,,NC,,406 SILVERSMITH LANE,CHARLOTTE,NC,28270,(704) 846-4930,,Family CC Home,Independent,LKEDDINS,0.000000000000000,Four Star Family CC Home License,13-Jan-23 00:00:00,sherriwellman406@gmail.com,8.000000000000000,0.000000000000000,0.000000000000000,35.116164000000005,-80.745124499999989,,,"WELLMAN, SHERRI",
32,M,97.379999999999995,A,"150 IVERIFY DR, CHARLOTTE, NC, 28217",PointAddress,,,,150 IVERIFY DR,CHARLOTTE,NC,Mecklenburg,60004250,MOVEMENT SCHOOL SOUTHWEST PRE-K,,,,,,,,NC,,150 IVERIFY DRIVE,CHARLOTTE,NC,28217,(980) 291-2132,,Center,Independent,DMMATTHE,0.000000000000000,Three Star Center License,01-Aug-23 00:00:00,erica.polk@movementschool.com,54.000000000000000,0.000000000000000,0.000000000000000,35.154810000000005,-80.894146499999991,ERICA POLK,,MOVEMENT FOUNDATION,
33,M,96.819999999999993,A,"5249 CENTRAL AV, CHARLOTTE, NC, 28205",PointAddress,,,,5249 CENTRAL AV,CHARLOTTE,NC,Mecklenburg,60004227,MOVEMENT SCHOOL EASTLAND PRE-K,,,,,,5249 CENTRAL AVE,CHARLOTTE,NC,28212,5249 CENTRAL AVE,CHARLOTTE,NC,28212,(704) 532-0640,,Center,Private School,QSTHOMPS,0.000000000000000,Three Star Center License,10-Mar-23 00:00:00,edwina.desravines@movementschool.com,54.000000000000000,0.000000000000000,0.000000000000000,35.210177999999999,-80.754921000000010,EDWINA S DESRAVINES,,MOVEMENT FOUNDATION,
34,M,97.439999999999998,A,"4304 HEY ROCK CT, CHARLOTTE, NC, 28269",PointAddress,,,,4304 HEY ROCK CT,CHARLOTTE,NC,Mecklenburg,60004234,GRACIOUS GIFTS IN-HOME CHILD CARE,,,,,,,,NC,,4304 HEY ROCK COURT,CHARLOTTE,NC,28269,(704) 819-6329,,Family CC Home,Independent,DMMATTHE,0.000000000000000,Five Star Family CC Home License,27-Mar-23 00:00:00,glowinggrace21@gmail.com,8.000000000000000,0.000000000000000,0.000000000000000,35.290889999999997,-80.833423499999995,,,"GRACIOUS GIFTS IN-HOME CHILD CARE, LLC",
35,M,97.379999999999995,A,"121 ELIZABETH LN, MATTHEWS, NC, 28105",PointAddress,,,,121 ELIZABETH LN,MATTHEWS,NC,Mecklenburg,60004251,Elizabeth Lane Elementary ASEP,,,,,,1901 HERBERT SPAUGH LANE,CHARLOTTE,NC,28208,121 Elizabeth Lane,MATTHEWS,NC,28105,(908) 343-5505,,Center,Local Public School,LKEDDINS,0.000000000000000,Four Star Center License,03-Aug-23 00:00:00,stephen.hall@cms.k12.nc.us,150.000000000000000,0.000000000000000,0.000000000000000,35.112392999999997,-80.747378999999995,LAURA LEIGH BISHOP,,CHARLOTTE-MECKLENBURG BOARD OF EDUCATION,
36,M,97.250000000000000,A,"15321 YORK RD, CHARLOTTE, NC, 28278",PointAddress,,,,15321 YORK RD,CHARLOTTE,NC,Mecklenburg,60004249,PALISADES PARK ELEMENTARY ASEP,,,,,,1901 HERBERT SPAUGH LANE,CHARLOTTE,NC,28208,15321 YORK ROAD,CHARLOTTE,NC,28278,(980) 343-9895,,Center,Local Public School,KDUNLAP,0.000000000000000,Four Star Center License,24-Jul-23 00:00:00,stephen.hall@cms.k12.nc.us,150.000000000000000,0.000000000000000,0.000000000000000,35.093699999999998,-81.026117999999997,LAURA LEIGH BISHOP,,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,
37,M,97.379999999999995,A,"8425 DISCOVERY LN, CHARLOTTE, NC, 28216",PointAddress,,,,8425 DISCOVERY LN,CHARLOTTE,NC,Mecklenburg,60004084,THE GROWING YEARS DISCOVERY,60002696,,,,,120 S Salle street,chicago,IL,60603,8425 DISCOVERY LN,CHARLOTTE,NC,28216,(704) 399-5077,,Center,Independent,QSTHOMPS,0.000000000000000,Five Star Center License,30-Jun-23 00:00:00,selliott@premierearlychildhood.com,174.000000000000000,0.000000000000000,0.000000000000000,35.308647000000001,-80.927302499999996,Victoria Torbett,,PREMIER NC CLT DISCOVERY LLC,
38,M,97.180000000000007,A,"1943 WEST BV, CHARLOTTE, NC, 28208",PointAddress,,,,1943 WEST BV,CHARLOTTE,NC,Mecklenburg,60003893,BRIGHT KIDS LEARNING ACADEMY II,60000979,60003757,,,,13925 Erwin Rd,CHARLOTTE,NC,28273,1943 WEST BLVD,CHARLOTTE,NC,28208,(980) 299-8733,,Center,Independent,LSBERRY,0.000000000000000,Four Star Center License,05-Oct-18 00:00:00,walterbowersjr@gmail.com,90.000000000000000,90.000000000000000,0.000000000000000,35.213165999999994,-80.890870500000005,Carla Tate,,"BRIGHT KIDS LEARNING ACADEMY, LLC",
39,M,97.439999999999998,A,"2801 LUCENA ST, CHARLOTTE, NC, 28206",PointAddress,,,,2801 LUCENA ST,CHARLOTTE,NC,Mecklenburg,60003469,DRUID HILLS ACADEMY,,,,,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210,2801 LUCENA STREET,CHARLOTTE,NC,28206,(980) 343-5515,(980) 343-0394,Center,Local Public School,JKSTANSF,0.000000000000000,Five Star Center License,19-Jun-19 00:00:00,tracyl.thiery@cms.k12.nc.us,36.000000000000000,0.000000000000000,0.000000000000000,35.257131000000001,-80.824369499999989, DENISE ADDISON,,CMS PRE-K DEPARTMENT,
40,M,97.760000000000005,A,"3714 PLANTERS WATCH DR, CHARLOTTE, NC, 28278",PointAddress,,,,3714 PLANTERS WATCH DR,CHARLOTTE,NC,Mecklenburg,60003239,ARLESHA'S HOME CHILD CARE,,,,,,,,NC,,3714 PLANTERS WATCH DRIVE,CHARLOTTE,NC,28278,(704) 589-8618,,Family CC Home,Independent,DNWATSON,0.000000000000000,Four Star Family CC Home License,08-Nov-18 00:00:00,arleshashomechildcare@gmail.com,8.000000000000000,0.000000000000000,0.000000000000000,35.135172000000004,-80.995788000000005,,,"KENDRICK, ARLESHA",
41,M,97.500000000000000,A,"3221 SUNNYMEDE LN, CHARLOTTE, NC, 28209",PointAddress,,,,3221 SUNNYMEDE LN,CHARLOTTE,NC,Mecklenburg,60003599,ELLEN TOBIN CHILD CARE,,,,,,,,,,3221 SUNNYMEDE LANE,CHARLOTTE,NC,28209,(216) 225-1834,,Family CC Home,Independent,JKSTANSF,0.000000000000000,Three Star Family CC Home License,06-Feb-19 00:00:00,ellen.tobin@tenantrep.com,8.000000000000000,0.000000000000000,0.000000000000000,35.165556000000002,-80.840191500000003,,,"TOBIN, ELLEN M",
42,M,97.180000000000007,A,"7910 NEAL RD, CHARLOTTE, NC, 28262",PointAddress,,,,7910 NEAL RD,CHARLOTTE,NC,Mecklenburg,60003466,GOVERNORS' VILLAGE STEM ACADEMY,,,,,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210,7910 NEAL ROAD,CHARLOTTE,NC,28262,(980) 343-5268,(980) 343-0394,Center,Local Public School,JKSTANSF,0.000000000000000,Four Star Center License,19-Jun-19 00:00:00,d.addison@cms.k12.nc.us,126.000000000000000,0.000000000000000,0.000000000000000,35.298800999999997,-80.774950500000003,BETHANY GULLION,,CMS PRE-K DEPARTMENT,
43,M,82.799999999999997,A,"8726 E W T HARRIS BV, CHARLOTTE, NC, 28227",PointAddress,,,,8726 E W T HARRIS BV,CHARLOTTE,NC,Mecklenburg,60003889,FUTURE LEADERS ACADEMY II,60001389,60002444,60002679,60002921,60003622,,,,,8726 EAST WT HARRIS BLVD,CHARLOTTE,NC,28227,(980) 585-0990,(980) 585-1126,Center,Independent,AAVALOS1,0.000000000000000,Four Star Center License,28-Jun-19 00:00:00,futureleadersacademy704@gmail.com,100.000000000000000,100.000000000000000,0.000000000000000,35.201475000000002,-80.727583500000009,JANNETTE WEBB-BARNETT,,FUTURE LEADERS ACADEMY LLC,
44,M,97.500000000000000,A,"715 HARTFORD AV, CHARLOTTE, NC, 28209",PointAddress,,,,715 HARTFORD AV,CHARLOTTE,NC,Mecklenburg,60003468,DILWORTH- SEDGEFIELD CAMPUS,,,,,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210,715 HARTFORD AVENUE,CHARLOTTE,NC,28209,(980) 343-5826,(980) 343-0394,Center,Local Public School,JKSTANSF,0.000000000000000,Four Star Center License,11-Apr-19 00:00:00,tracyl.thiery@cms.k12.nc.us,150.000000000000000,0.000000000000000,0.000000000000000,35.190396000000000,-80.863717499999993,TERRI COOPER,,CMS PRE-K DEPARTMENT,
